container	path_id	type	field_path	value
resources.assets	8464	MonoBehaviour	steps[9].dialogOptions[2].steps[0].dialogLine.dialogText	Well,▸▸▸▸▸▸▸▸▸▸ umm,▸▸▸▸▸[hhhh]▸▸▸▸▸▸▸▸▸▸ this is the front desk,▸▸▸▸▸ so▸▸▸ all I can do is help guests get checked in and out...
resources.assets	8464	MonoBehaviour	steps[10].dialogLine.dialogText	...but I don't remember seeing anymore reservations in the system for tonight...
resources.assets	8464	MonoBehaviour	steps[11].dialogLine.dialogText	Shii[ii]iitt...[t]▸▸▸▸▸▸▸▸ I knew I forgot to do something...
resources.assets	8464	MonoBehaviour	steps[12].dialogLine.dialogText	[hh]▸▸▸Not a problem though!▸▸▸▸▸▸▸▸▸▸ I'm sure we can find the appropriate accommodations for you.
resources.assets	8464	MonoBehaviour	steps[14].dialogLine.dialogText	What kind of room were you looking for?
resources.assets	8464	MonoBehaviour	steps[15].dialogOptions[0].dialogOptionText	I'll take any room you have that's available.
resources.assets	8464	MonoBehaviour	steps[15].dialogOptions[0].steps[0].dialogLine.dialogText	Hmmm,▸▸▸▸▸▸▸▸▸▸▸▸▸ let's▸▸ see▸▸ what we have for you.▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ I know everything on the first floor is taken...
resources.assets	8464	MonoBehaviour	steps[15].dialogOptions[1].dialogOptionText	Give me the most expensive and luxurious room you've got.
resources.assets	8464	MonoBehaviour	steps[15].dialogOptions[1].steps[0].dialogLine.dialogText	Oh,▸▸▸▸▸ uhhh...▸▸▸▸▸ that would be the royal suite.▸▸▸▸▸▸▸▸ I'm afraid that room isn't available tonight.
resources.assets	8464	MonoBehaviour	steps[15].dialogOptions[2].dialogOptionText	Maybe you and I could share a room together...
resources.assets	8464	MonoBehaviour	steps[15].dialogOptions[2].steps[0].dialogLine.dialogText	[hahahaha]▸▸[hhhh]▸▸I'm afraid that would be strictly against hotel policy.▸▸▸▸▸ I think...
resources.assets	8464	MonoBehaviour	steps[16].dialogLine.dialogText	But,▸▸▸▸▸ I do have a great room for you on the second floor!▸▸▸▸▸▸▸▸▸▸ It has a nice view▸▸▸ and big▸▸ bed!▸▸▸▸▸
resources.assets	8464	MonoBehaviour	steps[17].dialogLine.dialogText	I think you'll find it to be quite suitable!▸▸▸▸▸▸▸▸ Excuse me briefly while I retrieve your key card.
resources.assets	8464	MonoBehaviour	steps[21].dialogLine.dialogText	O▸▸▸▸▸kay,▸▸▸▸▸ you're all set!▸▸▸▸▸ Here's your key card.▸▸▸▸▸▸▸▸▸▸ The room number is written on the back.
resources.assets	8464	MonoBehaviour	steps[22].dialogLine.dialogText	If you need anything else,▸▸▸▸▸ please don't hesitate to ask.▸▸▸▸▸▸▸▸▸▸ That's what we're here for!
resources.assets	8464	MonoBehaviour	steps[23].dialogOptions[0].dialogOptionText	I think I'm good for now, thanks Lailani!
resources.assets	8464	MonoBehaviour	steps[23].dialogOptions[1].dialogOptionText	Can you have lotion and tissues sent up to my room?
resources.assets	8464	MonoBehaviour	steps[23].dialogOptions[1].steps[0].dialogLine.dialogText	Oh,▸▸ uhh,▸▸ you'll find plenty of complimentary lotion and tissues in your bathroom.
resources.assets	8464	MonoBehaviour	steps[23].dialogOptions[1].steps[1].dialogLine.dialogText	Our guests seem to go through an awful lot of them...
resources.assets	8464	MonoBehaviour	steps[23].dialogOptions[2].dialogOptionText	A massage would be nice...
resources.assets	8464	MonoBehaviour	steps[23].dialogOptions[2].steps[0].dialogLine.dialogText	Then you'll be quite happy to learn that we have a massage spa right here within the resort!
resources.assets	8464	MonoBehaviour	steps[23].dialogOptions[2].steps[1].dialogLine.dialogText	You can go there anytime to make an appointment with one of our therapists.
resources.assets	8464	MonoBehaviour	steps[23].dialogOptions[2].steps[2].dialogLine.dialogText	You might even get me!▸▸[hahahaha]▸▸[hhhh]
resources.assets	8464	MonoBehaviour	steps[24].dialogLine.dialogText	The elevator is behind you to your right.▸▸▸▸▸ Enjoy your stay, and have a wonderful night!
resources.assets	8465	MonoBehaviour	steps[0].dialogLine.dialogText	Mornin'▸▸▸ sunshine!▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ I hope you slept well,▸▸ 'cause we've got a full day of double dates ahead of us!
resources.assets	8465	MonoBehaviour	steps[1].dialogLine.dialogText	You remember how the HunieBee registers the girls you meet and tracks their location,▸▸ right?
resources.assets	8465	MonoBehaviour	steps[2].dialogLine.dialogText	Well▸▸▸ now,▸▸▸▸▸▸▸▸ it can also detect the presence of girls that you haven't even met yet!
resources.assets	8465	MonoBehaviour	steps[3].dialogLine.dialogText	Just open up the girl finder app▸▸ and select a location where two girls are gonna be.
resources.assets	8465	MonoBehaviour	steps[4].dialogLine.dialogText	The HunieBee will automatically detect if the girls are compatible with each other.
resources.assets	8465	MonoBehaviour	steps[5].dialogLine.dialogText	If they are,▸▸▸▸▸ you can probably coax them into a threesome...▸▸▸▸▸▸▸▸ but,▸▸▸▸▸ it might take a date or two.
resources.assets	8465	MonoBehaviour	steps[6].stringValue	0,1
resources.assets	8465	MonoBehaviour	steps[7].dialogLine.dialogText	Al[ll]▸▸▸▸▸ri[ii]ght!▸▸▸▸▸▸▸ I'm psyched!▸▸▸▸▸ You psyched?▸▸▸▸▸ Yeah, you're psyched!▸▸▸▸▸ Let's go get▸▸ you▸▸ LAID!▸▸
resources.assets	8465	MonoBehaviour	steps[8].dialogLine.dialogText	Oh,▸▸▸▸▸▸▸▸▸▸▸▸▸ and if you▸▸ ever need to check in with me,▸▸▸▸▸▸▸▸ just meet me back here at the hotel room!
resources.assets	8466	MonoBehaviour	steps[0].logicAction.stringValue	date_lesson_taught
resources.assets	8466	MonoBehaviour	steps[4].dialogLine.dialogText	Not▸▸▸ too▸▸▸ shab▸▸by...▸▸▸▸▸▸▸▸▸▸ I can see you're definitely getting the hang of these double dates!
resources.assets	8466	MonoBehaviour	steps[5].dialogLine.dialogText	It looks like the HunieBee was able to determine that these two kinda have the hots for each other!
resources.assets	8466	MonoBehaviour	steps[6].dialogLine.dialogText	But threesomes don't just happen,▸▸▸ ya know?▸▸▸▸▸▸▸▸▸▸ You gotta be in the right place,▸ at the right time.
resources.assets	8466	MonoBehaviour	steps[7].dialogLine.dialogText	Naturally,▸▸▸▸▸▸▸▸▸▸ the HunieBee's gotcha covered there too!▸▸▸▸▸ Just keep an eye on the girl finder app.
resources.assets	8466	MonoBehaviour	steps[8].dialogLine.dialogText	It'll alert you when there's a PERFECT opportunity for a second date.▸▸▸▸▸ You can't miss it!
resources.assets	8466	MonoBehaviour	steps[9].dialogLine.dialogText	Is that handy▸▸ or what?▸▸▸▸▸▸▸▸▸▸ I swear,▸▸ the guys at HunieCorp think of everything!
resources.assets	8467	MonoBehaviour	steps[0].logicAction.stringValue	sex_lesson_taught
resources.assets	8467	MonoBehaviour	steps[5].dialogLine.dialogText	N[n]ii[ii]iice!▸▸[hh]▸▸▸▸▸▸▸▸▸▸ Definitely depositing THAT in the spank bank...
resources.assets	8467	MonoBehaviour	steps[6].dialogLine.dialogText	...and▸▸ look!▸▸▸▸▸ We got our first pair of fairy wings!▸▸▸ The system works!▸▸
resources.assets	8467	MonoBehaviour	steps[7].dialogLine.dialogText	We'll need a LOT more than that to awaken the Nymphojinn though...
resources.assets	8467	MonoBehaviour	steps[8].dialogLine.dialogText	So,▸▸ keep doin' what you're doin' man!▸▸▸▸▸▸▸▸ Make▸▸▸ Mama▸▸▸ Sugardust▸▸▸ proud!▸▸[hh]▸▸
resources.assets	8467	MonoBehaviour	steps[8].dialogLine.yuriDialogText	So,▸▸ keep doin' what you're doin' sister!▸▸▸▸▸▸▸▸ Make▸▸▸ Mama▸▸▸ Sugardust▸▸▸ proud!▸▸[hh]▸▸
resources.assets	8468	MonoBehaviour	steps[0].logicAction.stringValue	baggage_lesson_taught
resources.assets	8468	MonoBehaviour	steps[6].dialogLine.dialogText	Oh▸▸▸▸▸▸▸▸▸▸ yeeeeaahh...[hh]▸▸▸▸▸ bag▸▸gage!▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ I knew there was something else I wanted to mention to you!
resources.assets	8468	MonoBehaviour	steps[7].dialogLine.dialogText	The more you get to know these girls,▸▸ the more they'll start to trust you▸▸ and open up to you.
resources.assets	8468	MonoBehaviour	steps[8].dialogLine.dialogText	On▸ the▸▸ up▸▸side,▸▸▸▸▸▸▸▸▸▸ this means you'll be able to raise their affection levels even higher!
resources.assets	8468	MonoBehaviour	steps[9].dialogLine.dialogText	Buuuutt,▸▸▸▸▸▸▸▸ on the down▸▸side...▸▸▸▸▸ it also means you're gonna find out about the baggage they carry.
resources.assets	8468	MonoBehaviour	steps[10].branches[0].steps[0].dialogLine.dialogText	It could be something from their past,▸▸▸▸▸ negative personality traits,▸▸ or even medical issues.▸▸▸
resources.assets	8468	MonoBehaviour	steps[10].branches[0].steps[1].dialogLine.dialogText	Un▸▸fortunate▸▸ly,▸▸▸▸▸▸▸▸▸▸ baggage will present new twists and challenges that you'll have to overcome.
resources.assets	8468	MonoBehaviour	steps[10].branches[0].steps[2].dialogLine.dialogText	So,▸▸▸▸▸▸▸▸▸▸▸▸ you'll wanna familiarize yourself with the effect that each baggage will have on your dates!
resources.assets	8468	MonoBehaviour	steps[10].branches[1].steps[0].dialogLine.dialogText	It could be something from their past,▸▸▸▸▸ negative personality traits,▸▸ or even medical issues.▸▸▸
resources.assets	8468	MonoBehaviour	steps[15].logicAction.stringValue	notification_item_id
resources.assets	8469	MonoBehaviour	steps[0].dialogLine.dialogText	Hmmm...▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ hey,▸▸▸▸▸ wait,▸▸▸▸▸ yeah!▸▸▸▸▸ We actually do!▸▸▸▸▸▸▸▸▸▸ We finally have enough fairy wings!
resources.assets	8469	MonoBehaviour	steps[1].dialogLine.dialogText	Wow!▸▸▸▸▸▸▸▸▸▸▸▸▸ You actually managed to collect them with a little bit of time to spare too.
resources.assets	8469	MonoBehaviour	steps[2].dialogLine.dialogText	This is perfect!▸▸▸▸▸▸▸ The space hookers aren't due to get their NASTY space period for days!
resources.assets	8469	MonoBehaviour	steps[3].dialogLine.dialogText	But...▸▸▸▸▸▸▸▸▸▸ lo[oo]ok,▸▸▸▸▸ before we go and offer these wings as a sacrifice to Mount Nymphojaro...
resources.assets	8469	MonoBehaviour	steps[4].dialogLine.dialogText	You▸ gotta▸ be▸▸▸▸▸ absolutely sure that you're ready for the double date that lies ahead...
resources.assets	8469	MonoBehaviour	steps[5].dialogLine.dialogText	The Nymphojinn aren't like ANY girl you've ever dated before...▸▸ they're beings▸▸▸▸▸ of▸▸ PURE▸▸▸▸▸▸▸▸▸▸ LUST...[t]
resources.assets	8469	MonoBehaviour	steps[6].dialogLine.dialogText	I'm serious...▸▸▸▸▸ listen,▸▸▸ all jokes aside,▸▸▸▸▸ the pussy▸▸ is absolutely fucking▸▸▸ UN-▸▸▸REAL...
resources.assets	8470	MonoBehaviour	steps[0].dialogLine.dialogText	Are you▸▸ [SS]SURE you're ready to awaken the Nymphojinn?
resources.assets	8470	MonoBehaviour	steps[1].dialogOptions[0].dialogOptionText	Yes, I'm ready! Let's do this!
resources.assets	8470	MonoBehaviour	steps[1].dialogOptions[0].steps[1].dialogLine.dialogText	Well alright then!▸▸▸▸▸▸▸ I guess it's time to save the world!▸▸▸ To the summit▸▸ of Mount▸▸ Nympho▸▸jaro!
resources.assets	8470	MonoBehaviour	steps[1].dialogOptions[1].dialogOptionText	No, wait, I'm not ready yet!
resources.assets	8470	MonoBehaviour	steps[1].dialogOptions[1].steps[0].dialogLine.dialogText	It's▸▸▸ cool,▸▸▸▸▸▸▸▸ you've got a little time to prepare.▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ Just let me know when you're ready!
resources.assets	8471	MonoBehaviour	steps[2].dialogLine.dialogText	[aaahh]▸▸▸▸▸▸▸▸▸▸▸▸Fuck,▸▸▸▸▸ dude...▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸[hh] I forgot how exhausting it is to actually climb to the top of a mountain.
resources.assets	8471	MonoBehaviour	steps[3].dialogLine.dialogText	Would it▸▸▸ KILL▸▸▸ you humans to learn how to▸▸▸ tele▸▸port?▸▸▸▸▸▸▸▸▸ At least▸▸ evolve▸▸ some▸▸▸▸▸ wings or something!
resources.assets	8471	MonoBehaviour	steps[4].dialogLine.dialogText	[aaaahh]▸▸▸▸▸Any▸▸▸way,▸▸▸▸▸▸▸▸▸▸ I guess we shouldn't put this off any longer. It's time...▸▸▸▸▸▸▸▸▸▸▸▸▸ to▸▸ per▸▸form▸▸ the▸▸ cere▸▸mony!▸▸▸▸▸
resources.assets	8471	MonoBehaviour	steps[5].dialogLine.dialogText	...and▸▸▸ by▸▸▸ cere▸▸mony,▸▸▸▸▸[hh] I mean I'm gonna [HH]HYUCK these fairy wings into this volcano until it erupts.
resources.assets	8471	MonoBehaviour	steps[6].dialogLine.dialogText	When this bitch blows,▸▸▸▸▸ it'll awaken the Nymphojinn and summon them here,▸▸▸ high above Mount Nymphojaro.▸▸▸
resources.assets	8471	MonoBehaviour	steps[7].dialogLine.dialogText	I don't really know what happens▸▸ after▸▸ that...▸▸▸▸▸▸▸▸▸▸ I've never seen this thing go down before.
resources.assets	8471	MonoBehaviour	steps[8].dialogLine.dialogText	All I know,▸▸▸▸▸ is they're gonna be SUPER horny,▸▸▸▸▸ and they're gonna be in a REALLY bad mood...
resources.assets	8471	MonoBehaviour	steps[9].dialogLine.dialogText	Rea▸dy!?▸▸▸▸▸ Here we go!
resources.assets	8472	MonoBehaviour	steps[0].dialogLine.dialogText	See!?▸▸▸▸▸▸▸▸▸▸ That shit ain't easy, is it?▸▸▸▸▸▸▸ I told ya!▸▸▸▸▸ Those bitches are▸▸ fuckin'▸▸ CRAZY!▸▸
resources.assets	8472	MonoBehaviour	steps[1].dialogLine.dialogText	If ya think THAT'S bad,▸▸▸▸▸▸▸▸ you do NOT wanna see them once they get their period!
resources.assets	8472	MonoBehaviour	steps[2].dialogLine.dialogText	Fortunately,▸▸▸▸ they haven't yet...▸▸▸▸▸ so,▸▸▸ we still have some time to give it another go!
resources.assets	8472	MonoBehaviour	steps[3].dialogLine.dialogText	Just make sure you're ready for 'em next time!▸▸▸▸▸ Okay?
resources.assets	8473	MonoBehaviour	steps[2].dialogLine.dialogText	Ho▸▸▸▸▸ly▸▸▸ SHIT![T]▸▸▸▸▸▸▸▸▸ You▸▸ did▸▸ it!▸▸▸▸▸▸▸▸▸▸ You actually▸▸▸▸▸ BONED▸▸▸ the▸▸ space▸▸ hookers!▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ I can't believe it...
resources.assets	8473	MonoBehaviour	steps[3].dialogLine.dialogText	I▸▸ gotta level with ya▸▸ man.▸▸▸▸▸▸▸▸▸▸ I know I said I believed in you and all that...
resources.assets	8473	MonoBehaviour	steps[3].dialogLine.yuriDialogText	I▸▸ gotta level with ya▸▸ girl.▸▸▸▸▸▸▸▸▸▸ I know I said I believed in you and all that...
resources.assets	8473	MonoBehaviour	steps[4].dialogLine.dialogText	But if I'm being COMPLETELY honest...▸▸▸▸▸ I thought for▸▸▸ SURE▸▸ this entire galaxy was done for.
resources.assets	8473	MonoBehaviour	steps[5].dialogLine.dialogText	You really pulled it out though!▸▸▸▸▸ I mean,▸▸▸▸▸ pulled▸▸ it▸▸ off!▸▸▸▸▸ Well,▸▸▸▸▸ technically both...
resources.assets	8473	MonoBehaviour	steps[5].dialogLine.yuriDialogText	You really pulled it out though!▸▸▸▸▸▸▸▸▸▸ I mean,▸▸▸▸▸ pulled it off!
resources.assets	8473	MonoBehaviour	steps[6].dialogLine.dialogText	Thanks to you,▸▸▸▸▸ the Nymphojinn are thoroughly satisfied and have returned to their cosmic slumber.
resources.assets	8473	MonoBehaviour	steps[7].dialogLine.dialogText	Yup!▸▸▸▸▸▸▸ The universe is safe▸▸▸ once▸▸▸ again.▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ Well,▸▸▸▸▸ for another ten thousand years at least...
resources.assets	8473	MonoBehaviour	steps[8].dialogLine.dialogText	Of course,▸▸▸▸▸ you'll be gone by then.▸▸▸▸▸ Not me though!▸▸▸▸▸ I'll be as tight as ever!▸▸▸▸▸[hehehehe]▸▸▸▸▸
resources.assets	8473	MonoBehaviour	steps[9].dialogLine.dialogText	I▸▸ can't▸▸ say▸▸ I▸▸▸ wouldn't miss you though...
resources.assets	8473	MonoBehaviour	steps[10].dialogLine.dialogText	I hate to admit it,▸▸▸▸▸▸▸ but I guess I did sorta miss your sorry mug over the past couple years...
resources.assets	8473	MonoBehaviour	steps[11].dialogLine.dialogText	I don't know...▸▸▸▸▸ being back with you again and...[hh]▸▸▸▸▸ going on another sexy adventure together...
resources.assets	8473	MonoBehaviour	steps[12].dialogLine.dialogText	It makes me kinda...▸▸▸▸▸▸▸▸ feel something.▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ Not even in my pussy,▸▸▸▸▸ but like...▸▸▸▸▸▸▸▸▸▸▸▸▸ in my chest pussy...
resources.assets	8473	MonoBehaviour	steps[13].dialogLine.dialogText	I▸▸▸ guess...▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ n[nn]-no,▸▸ never mind...[heh]
resources.assets	8473	MonoBehaviour	steps[14].dialogLine.dialogText	Oh,▸▸▸ fuck it!▸▸▸▸▸▸▸▸▸▸[hh] I guess what I'm trying to say is...
resources.assets	8473	MonoBehaviour	steps[15].dialogLine.dialogText	I▸▸▸ love▸▸▸ you...
resources.assets	8473	MonoBehaviour	steps[16].dialogLine.dialogText	I don't know how I hadn't realized it earlier,▸▸▸▸▸ but...[hh]▸▸▸▸▸ I just can't get you out of my mind...
resources.assets	8473	MonoBehaviour	steps[17].dialogLine.dialogText	I▸▸ think,▸▸▸▸▸ maybe...[hh]▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ maybe▸▸ I always▸▸ loved▸▸ you,▸▸▸▸▸▸▸ and,▸▸▸▸▸▸▸▸▸▸▸▸ I was just▸▸ too proud to admit it...
resources.assets	8473	MonoBehaviour	steps[18].dialogLine.dialogText	I don't get it,▸▸▸▸▸ I normally NEVER fall for clients like this...▸▸▸▸▸▸▸▸▸▸ but,▸▸▸▸▸ I can't deny the way I feel...
resources.assets	8473	MonoBehaviour	steps[19].dialogLine.dialogText	The truth is,▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ you're not just a client to me anymore...▸▸▸▸▸▸▸▸▸▸▸▸▸ you're so much more than that...
resources.assets	8473	MonoBehaviour	steps[20].dialogLine.dialogText	The time we've spent together on this island has been one of the happiest times of my life...
resources.assets	8473	MonoBehaviour	steps[21].dialogLine.dialogText	...and I'm▸▸ SO[OO] glad you were chosen for this...▸▸▸▸▸▸▸▸▸▸ because I wouldn't want to be with anyone else...
resources.assets	8473	MonoBehaviour	steps[22].dialogLine.dialogText	Well?▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ Don't just stand there and leave me hangin'...▸▸▸▸▸▸ close your eyes and kiss me, ya jerk!
resources.assets	8473	MonoBehaviour	steps[30].dialogLine.dialogText	That's right!▸▸ Kiss my▸▸▸ BIG▸▸▸ FAT▸▸▸ ASS!▸▸▸▸▸▸▸ Biiiitch!▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸[hahahahahahaha]
resources.assets	8473	MonoBehaviour	steps[35].dialogLine.dialogText	GOT▸▸▸CHA!▸▸▸▸▸▸▸▸▸▸[hahaha] Oh▸▸ my▸▸ god!▸▸▸▸▸▸▸[hh] I can't believe you fell for that!
resources.assets	8473	MonoBehaviour	steps[36].dialogLine.dialogText	You should've seen the look on your face!▸[hh]▸ You actually thought I was in LOVE with you!▸▸▸
resources.assets	8473	MonoBehaviour	steps[37].dialogLine.dialogText	Can▸▸ you▸▸ imagine!?▸▸▸▸▸▸▸▸ Me?▸▸▸▸▸▸▸▸▸▸▸ In▸▸▸ LO[O]VE!?▸▸▸▸▸▸▸▸▸▸▸▸▸ Oh[ho] my god!▸▸▸▸▸ I'm WAY too big of a slut for that shit!
resources.assets	8473	MonoBehaviour	steps[38].branches[0].steps[0].dialogLine.dialogText	Oh-ho-ho-ho▸▸▸▸▸ man,▸▸▸▸▸▸▸ what▸ a▸ DORK![k]▸▸▸▸▸▸▸ I've pulled that on so many of my clients...▸▸▸▸▸▸▸ never gets old.
resources.assets	8473	MonoBehaviour	steps[38].branches[0].steps[1].dialogLine.dialogText	Ahh[hh]hh...▸▸▸▸▸ nah,▸▸▸ but for real,▸▸▸▸▸ let's bang!▸▸▸▸▸▸▸▸▸▸ Fuck the rules!▸ Rules are for chumps anyway!
resources.assets	8473	MonoBehaviour	steps[38].branches[0].steps[2].dialogLine.dialogText	Watching you grind through all that gash made me hornier than the Nymphojinn!
resources.assets	8473	MonoBehaviour	steps[38].branches[0].steps[3].dialogLine.dialogText	Besides,[s]▸▸▸▸▸▸▸▸▸▸▸ somebody has to reward you for saving the galaxy,▸▸▸▸▸ right?▸▸▸▸▸▸▸▸▸▸ It's the least I could do!
resources.assets	8473	MonoBehaviour	steps[38].branches[0].steps[4].dialogLine.dialogText	I'll tell you what...▸▸▸ pick a hole,▸▸▸▸▸ any hole!▸▸▸▸▸▸▸▸▸ It's your choice!▸▸▸▸▸▸▸ You earned it!
resources.assets	8473	MonoBehaviour	steps[38].branches[0].steps[5].dialogOptions[0].dialogOptionText	If it'll get you to stop talking... let's go for the mouth.
resources.assets	8473	MonoBehaviour	steps[38].branches[0].steps[5].dialogOptions[1].dialogOptionText	Call me old fashioned... but I'm rather partial to the pussy.
resources.assets	8473	MonoBehaviour	steps[38].branches[0].steps[5].dialogOptions[2].dialogOptionText	I'm gonna have to go with your ass... for old times' sake!
resources.assets	8473	MonoBehaviour	steps[38].branches[0].steps[6].logicAction.stringValue	kyu_hole_selection
resources.assets	8473	MonoBehaviour	steps[38].branches[0].steps[7].dialogLine.dialogText	A fine choice my friend,▸▸▸▸▸ a▸▸▸ fine▸▸▸ choice▸▸ in▸▸deed!▸▸▸▸▸▸▸ You can never go wrong with that.
resources.assets	8473	MonoBehaviour	steps[38].branches[0].steps[8].dialogLine.dialogText	Now,▸▸▸▸▸▸▸ if you'd be so kind...▸▸▸▸▸▸▸▸▸ shut up and whip that thing out already!▸▸▸▸▸ Will ya!?
resources.assets	8473	MonoBehaviour	steps[38].branches[0].steps[8].dialogLine.yuriDialogText	Now,▸▸▸▸▸▸▸▸ if you'd be so kind...▸▸▸▸▸▸▸▸▸▸▸▸▸▸ shut up▸▸▸▸▸▸▸ and whip those things out already!▸▸▸▸▸ Will ya!?
resources.assets	8474	MonoBehaviour	steps[0].dialogLine.dialogText	Well[ll],▸▸▸▸▸▸▸▸▸▸ now what?▸▸▸▸▸▸▸▸▸▸▸▸▸ I don't really see any reason to rush back home just yet, do you?
resources.assets	8474	MonoBehaviour	steps[1].dialogLine.dialogText	Besides,▸▸▸▸▸▸▸ there's no sense in leaving an island that's packed to the brim with beauties like this!
resources.assets	8474	MonoBehaviour	steps[2].dialogLine.dialogText	So, as long as we're here,▸▸▸▸▸▸▸▸▸▸▸▸ we might as well enjoy Inna De Poona to the fullest!
resources.assets	8474	MonoBehaviour	steps[3].logicAction.stringValue	notification_item_id
resources.assets	8474	MonoBehaviour	steps[5].logicAction.stringValue	notification_item_id
resources.assets	8474	MonoBehaviour	steps[7].logicAction.stringValue	notification_item_id
resources.assets	8475	MonoBehaviour	playerData.files[0].flags[0].flagName	first_location_id
resources.assets	8475	MonoBehaviour	playerData.files[0].flags[1].flagName	pollys_junk
resources.assets	8476	MonoBehaviour	playerData.files[0].flags[0].flagName	pollys_junk
resources.assets	8478	MonoBehaviour	playerData.files[0].flags[0].flagName	first_location_id
resources.assets	8479	MonoBehaviour	playerData.files[0].flags[0].flagName	first_location_id
resources.assets	8479	MonoBehaviour	playerData.files[0].flags[1].flagName	pollys_junk
resources.assets	8479	MonoBehaviour	playerData.files[0].flags[2].flagName	skip_tutorial
resources.assets	8480	MonoBehaviour	playerData.files[0].flags[0].flagName	first_location_id
resources.assets	8481	MonoBehaviour	playerData.files[0].flags[0].flagName	first_location_id
resources.assets	8481	MonoBehaviour	playerData.files[0].flags[1].flagName	pollys_junk
resources.assets	8481	MonoBehaviour	playerData.files[0].flags[2].flagName	skip_tutorial
resources.assets	8482	MonoBehaviour	playerData.files[0].flags[0].flagName	pollys_junk
resources.assets	8482	MonoBehaviour	playerData.files[0].flags[1].flagName	skip_tutorial
resources.assets	8483	MonoBehaviour	dialogLineSets[0].dialogLines[0].dialogText	This is the BIG_MOVE dialog trigger.
resources.assets	8483	MonoBehaviour	dialogLineSets[1].dialogLines[0].dialogText	Excellent!
resources.assets	8483	MonoBehaviour	dialogLineSets[1].dialogLines[1].dialogText	Beautiful!
resources.assets	8483	MonoBehaviour	dialogLineSets[1].dialogLines[2].dialogText	Smart move!
resources.assets	8483	MonoBehaviour	dialogLineSets[1].dialogLines[3].dialogText	Great work!
resources.assets	8483	MonoBehaviour	dialogLineSets[1].dialogLines[4].dialogText	Hehehehehe!
resources.assets	8483	MonoBehaviour	dialogLineSets[2].dialogLines[0].dialogText	Oh my god!
resources.assets	8483	MonoBehaviour	dialogLineSets[2].dialogLines[1].dialogText	What a guy!
resources.assets	8483	MonoBehaviour	dialogLineSets[2].dialogLines[1].yuriDialogText	What a girl!
resources.assets	8483	MonoBehaviour	dialogLineSets[2].dialogLines[2].dialogText	Haven't lost your touch!
resources.assets	8483	MonoBehaviour	dialogLineSets[2].dialogLines[3].dialogText	Now THAT'S hot!
resources.assets	8483	MonoBehaviour	dialogLineSets[2].dialogLines[4].dialogText	Hahahahaha![hh]
resources.assets	8483	MonoBehaviour	dialogLineSets[3].dialogLines[0].dialogText	Whatever![h]
resources.assets	8483	MonoBehaviour	dialogLineSets[3].dialogLines[1].dialogText	O▸▸kay!▸▸▸ Not▸▸ bad![h]
resources.assets	8483	MonoBehaviour	dialogLineSets[3].dialogLines[2].dialogText	I▸▸ GUESS that's cool...[h]
resources.assets	8483	MonoBehaviour	dialogLineSets[3].dialogLines[3].dialogText	Tch!▸▸▸ Yeah,▸▸ o▸▸kay...[h]
resources.assets	8483	MonoBehaviour	dialogLineSets[3].dialogLines[4].dialogText	Wo[oo]w... amazi[ii]ng...[h]
resources.assets	8483	MonoBehaviour	dialogLineSets[4].dialogLines[0].dialogText	Fascinating!
resources.assets	8483	MonoBehaviour	dialogLineSets[4].dialogLines[1].dialogText	Remarkable!
resources.assets	8483	MonoBehaviour	dialogLineSets[4].dialogLines[2].dialogText	Just as I thought!
resources.assets	8483	MonoBehaviour	dialogLineSets[4].dialogLines[3].dialogText	I feel your energy!
resources.assets	8483	MonoBehaviour	dialogLineSets[4].dialogLines[4].dialogText	Yes,▸▸ yes...▸▸▸▸▸ I see!
resources.assets	8483	MonoBehaviour	dialogLineSets[5].dialogLines[0].dialogText	[h]▸Su▸goi![h]
resources.assets	8483	MonoBehaviour	dialogLineSets[5].dialogLines[1].dialogText	Kimochi![h]
resources.assets	8483	MonoBehaviour	dialogLineSets[5].dialogLines[2].dialogText	Nani!?[h]
resources.assets	8483	MonoBehaviour	dialogLineSets[5].dialogLines[3].dialogText	Uwa![hh]
resources.assets	8483	MonoBehaviour	dialogLineSets[5].dialogLines[4].dialogText	[h]▸Hehehehe!▸▸[hhhh]
resources.assets	8483	MonoBehaviour	dialogLineSets[6].dialogLines[0].dialogText	Incredible!
resources.assets	8483	MonoBehaviour	dialogLineSets[6].dialogLines[1].dialogText	Wow!
resources.assets	8483	MonoBehaviour	dialogLineSets[6].dialogLines[2].dialogText	Good job!
